chrBase	chr	base	strand	coverage	freqC	freqT
1.4763020	1	4763020	F	36	100.00	0.00
1.4763053	1	4763053	F	37	91.89	8.11
1.4763311	1	4763311	F	194	93.81	6.19
1.4763430	1	4763430	F	91	89.01	10.99
1.4763312	1	4763312	R	16	100.00	0.00
1.4763431	1	4763431	R	125	97.60	2.40
1.4763691	1	4763691	R	137	100.00	0.00
1.4785533	1	4785533	F	12	0.00	100.00
1.4785535	1	4785535	F	10	0.00	100.00
1.4785551	1	4785551	F	12	0.00	100.00
1.4785556	1	4785556	F	12	0.00	100.00
1.4785559	1	4785559	F	11	0.00	100.00
1.4785566	1	4785566	F	10	0.00	100.00
1.4785574	1	4785574	F	12	0.00	100.00
1.4788586	1	4788586	F	181	97.24	2.76
1.4788596	1	4788596	F	181	96.69	3.31
1.4788823	1	4788823	R	201	96.52	3.48
1.4788833	1	4788833	R	201	98.51	1.49
1.4800393	1	4800393	R	156	72.44	27.56
1.4807834	1	4807834	F	37	0.00	100.00
1.4807842	1	4807842	F	33	0.00	100.00
1.4807856	1	4807856	F	37	0.00	100.00
1.4807863	1	4807863	F	122	0.00	100.00
1.4807871	1	4807871	F	121	0.00	100.00
1.4807883	1	4807883	F	120	0.00	100.00
1.4807889	1	4807889	F	120	0.83	99.17
1.4807892	1	4807892	F	116	0.86	99.14
1.4807901	1	4807901	F	117	0.00	100.00
1.4807908	1	4807908	F	188	1.06	98.94
1.4807919	1	4807919	F	179	0.00	100.00
1.4807934	1	4807934	F	186	0.00	100.00
1.4807939	1	4807939	F	184	0.00	100.00
1.4807946	1	4807946	F	183	0.00	100.00
1.4807949	1	4807949	F	183	0.00	100.00
1.4807957	1	4807957	F	181	0.00	100.00
1.4807965	1	4807965	F	57	0.00	100.00
1.4807976	1	4807976	F	57	0.00	100.00
1.4807979	1	4807979	F	58	0.00	100.00
1.4807981	1	4807981	F	56	0.00	100.00
1.4807991	1	4807991	F	54	0.00	100.00
1.4807994	1	4807994	F	53	0.00	100.00
1.4807998	1	4807998	F	249	0.40	99.60
1.4808015	1	4808015	F	230	0.00	100.00
1.4808027	1	4808027	F	250	0.00	100.00
1.4808030	1	4808030	F	252	0.00	100.00
1.4808032	1	4808032	F	245	0.00	100.00
1.4808034	1	4808034	F	244	0.00	100.00
1.4808042	1	4808042	F	243	0.00	100.00
1.4808046	1	4808046	F	247	0.00	100.00
1.4808048	1	4808048	F	237	0.00	100.00
1.4808091	1	4808091	F	133	0.75	99.25
1.4808094	1	4808094	F	131	0.00	100.00
1.4808099	1	4808099	F	124	0.00	100.00
1.4808102	1	4808102	F	132	0.00	100.00
1.4807843	1	4807843	R	34	0.00	100.00
1.4807857	1	4807857	R	34	0.00	100.00
1.4807864	1	4807864	R	36	0.00	100.00
1.4807872	1	4807872	R	131	0.00	100.00
1.4807884	1	4807884	R	126	0.00	100.00
1.4807890	1	4807890	R	132	0.00	100.00
1.4807893	1	4807893	R	127	0.00	100.00
1.4807902	1	4807902	R	124	0.00	100.00
1.4807909	1	4807909	R	288	0.00	100.00
1.4807920	1	4807920	R	155	0.00	100.00
1.4807935	1	4807935	R	145	0.00	100.00
1.4807940	1	4807940	R	158	0.00	100.00
1.4807947	1	4807947	R	152	0.00	100.00
1.4807950	1	4807950	R	158	0.00	100.00
1.4807958	1	4807958	R	159	2.52	97.48
1.4807977	1	4807977	R	33	0.00	100.00
1.4807980	1	4807980	R	36	0.00	100.00
1.4807982	1	4807982	R	37	0.00	100.00
1.4807992	1	4807992	R	37	0.00	100.00
1.4807995	1	4807995	R	34	0.00	100.00
1.4807999	1	4807999	R	36	0.00	100.00
1.4808028	1	4808028	R	241	0.00	100.00
1.4808031	1	4808031	R	245	0.00	100.00
1.4808033	1	4808033	R	247	1.21	98.79
1.4808035	1	4808035	R	251	1.20	98.80
1.4808043	1	4808043	R	254	0.00	100.00
1.4808047	1	4808047	R	244	0.00	100.00
1.4808049	1	4808049	R	240	0.00	100.00
1.4808052	1	4808052	R	227	0.00	100.00
1.4808057	1	4808057	R	251	0.40	99.60
1.4808059	1	4808059	R	255	0.00	100.00
1.4808068	1	4808068	R	255	0.39	99.61
1.4808180	1	4808180	R	161	0.00	100.00
1.4808198	1	4808198	R	162	0.00	100.00
1.4808226	1	4808226	R	162	0.00	100.00
1.4808776	1	4808776	F	209	23.92	76.08
1.4808961	1	4808961	R	145	17.24	82.76
1.4808988	1	4808988	R	146	47.95	52.05
1.4812437	1	4812437	R	124	100.00	0.00
1.4812454	1	4812454	R	127	97.64	2.36
1.4825000	1	4825000	R	21	100.00	0.00
1.4839362	1	4839362	R	298	96.98	3.02
1.4857516	1	4857516	F	261	0.00	100.00
1.4857527	1	4857527	F	264	0.00	100.00
1.4857537	1	4857537	F	263	0.00	100.00
1.4857550	1	4857550	F	259	0.00	100.00
1.4857582	1	4857582	F	85	0.00	100.00
1.4857589	1	4857589	F	87	0.00	100.00
1.4857604	1	4857604	F	87	0.00	100.00
1.4857613	1	4857613	F	86	0.00	100.00
1.4857615	1	4857615	F	82	0.00	100.00
1.4857631	1	4857631	F	305	0.00	100.00
1.4857654	1	4857654	F	209	0.48	99.52
1.4857676	1	4857676	F	289	0.00	100.00
1.4857680	1	4857680	F	298	0.00	100.00
1.4857992	1	4857992	F	47	0.00	100.00
1.4858002	1	4858002	F	46	0.00	100.00
1.4858004	1	4858004	F	46	0.00	100.00
1.4858008	1	4858008	F	47	0.00	100.00
1.4858014	1	4858014	F	46	0.00	100.00
1.4858016	1	4858016	F	46	0.00	100.00
1.4858022	1	4858022	F	13	0.00	100.00
1.4858029	1	4858029	F	13	0.00	100.00
1.4858031	1	4858031	F	13	0.00	100.00
1.4858078	1	4858078	F	175	0.00	100.00
1.4858092	1	4858092	F	177	2.26	97.74
1.4858103	1	4858103	F	177	0.00	100.00
1.4858107	1	4858107	F	174	0.00	100.00
1.4858169	1	4858169	F	229	0.00	100.00
1.4858183	1	4858183	F	210	0.00	100.00
1.4858189	1	4858189	F	230	0.00	100.00
1.4858199	1	4858199	F	226	0.00	100.00
1.4858201	1	4858201	F	221	0.00	100.00
1.4858215	1	4858215	F	220	0.00	100.00
1.4857538	1	4857538	R	241	0.00	100.00
1.4857551	1	4857551	R	224	0.00	100.00
1.4857574	1	4857574	R	249	0.00	100.00
1.4857583	1	4857583	R	247	0.00	100.00
1.4857590	1	4857590	R	126	0.00	100.00
1.4857605	1	4857605	R	120	0.00	100.00
1.4857614	1	4857614	R	126	0.00	100.00
1.4857616	1	4857616	R	128	0.00	100.00
1.4857622	1	4857622	R	128	0.78	99.22
1.4857764	1	4857764	R	258	0.00	100.00
1.4857776	1	4857776	R	261	0.00	100.00
1.4857781	1	4857781	R	251	0.00	100.00
1.4857794	1	4857794	R	251	0.00	100.00
1.4857797	1	4857797	R	256	0.00	100.00
1.4857799	1	4857799	R	263	0.00	100.00
1.4857804	1	4857804	R	252	0.00	100.00
1.4857964	1	4857964	R	25	0.00	100.00
1.4857976	1	4857976	R	166	0.00	100.00
1.4857983	1	4857983	R	167	0.00	100.00
1.4857987	1	4857987	R	166	0.00	100.00
1.4857993	1	4857993	R	164	0.00	100.00
1.4858003	1	4858003	R	27	0.00	100.00
1.4858005	1	4858005	R	28	0.00	100.00
1.4858009	1	4858009	R	28	0.00	100.00
1.4858015	1	4858015	R	28	0.00	100.00
1.4858017	1	4858017	R	27	0.00	100.00
1.4858023	1	4858023	R	28	0.00	100.00
1.4858030	1	4858030	R	13	0.00	100.00
1.4858032	1	4858032	R	13	0.00	100.00
1.4858048	1	4858048	R	13	0.00	100.00
1.4858063	1	4858063	R	10	10.00	90.00
1.4858065	1	4858065	R	10	0.00	100.00
1.4858070	1	4858070	R	10	0.00	100.00
1.4858079	1	4858079	R	10	0.00	100.00
1.4858134	1	4858134	R	138	0.00	100.00
1.4858137	1	4858137	R	132	0.00	100.00
1.4858157	1	4858157	R	138	0.00	100.00
1.4858164	1	4858164	R	131	0.00	100.00
1.4858167	1	4858167	R	132	0.00	100.00
1.4858170	1	4858170	R	135	0.00	100.00
1.4858282	1	4858282	R	244	0.41	99.59
1.4858285	1	4858285	R	219	0.00	100.00
1.4858300	1	4858300	R	264	0.00	100.00
1.4858307	1	4858307	R	261	0.00	100.00
1.4858311	1	4858311	R	262	0.00	100.00
1.4858319	1	4858319	R	264	0.00	100.00
1.4864937	1	4864937	F	183	93.99	6.01
1.4865101	1	4865101	R	186	92.47	7.53
1.4866603	1	4866603	F	15	60.00	40.00
1.4906332	1	4906332	F	131	77.10	22.90
1.4906577	1	4906577	R	173	99.42	0.58
1.4912170	1	4912170	F	145	98.62	1.38
1.4912279	1	4912279	F	206	88.35	11.65
1.4912290	1	4912290	F	201	83.08	16.92
1.4912280	1	4912280	R	158	94.30	5.70
1.4912451	1	4912451	R	327	89.91	10.09
1.4912463	1	4912463	R	326	92.94	7.06
1.4932260	1	4932260	F	28	82.14	17.86
1.4932288	1	4932288	F	22	72.73	27.27
1.4932213	1	4932213	R	222	97.30	2.70
1.4932216	1	4932216	R	223	95.96	4.04
1.4932228	1	4932228	R	229	94.32	5.68
1.4932233	1	4932233	R	228	97.37	2.63
1.4932237	1	4932237	R	228	95.18	4.82
1.4932261	1	4932261	R	231	88.74	11.26
1.4932340	1	4932340	R	11	54.55	45.45
1.4932358	1	4932358	R	11	81.82	18.18
1.4947269	1	4947269	F	89	39.33	60.67
1.4947301	1	4947301	F	89	62.92	37.08
1.4947312	1	4947312	F	214	67.76	32.24
1.4947334	1	4947334	F	214	88.32	11.68
1.4947405	1	4947405	F	94	92.55	7.45
1.4947414	1	4947414	F	92	84.78	15.22
1.4947270	1	4947270	R	12	83.33	16.67
1.4947302	1	4947302	R	83	73.49	26.51
1.4947313	1	4947313	R	84	65.48	34.52
1.4947415	1	4947415	R	131	84.73	15.27
1.4947452	1	4947452	R	136	96.32	3.68
1.4986357	1	4986357	F	240	97.50	2.50
1.4986379	1	4986379	F	237	75.95	24.05
1.4986392	1	4986392	F	238	73.95	26.05
1.4987914	1	4987914	F	152	98.03	1.97
1.4987922	1	4987922	F	152	91.45	8.55
1.4987945	1	4987945	F	150	95.33	4.67
1.4987980	1	4987980	F	196	98.47	1.53
1.4987985	1	4987985	F	197	93.40	6.60
1.4988007	1	4988007	F	197	73.60	26.40
1.4987946	1	4987946	R	188	98.40	1.60
1.4987969	1	4987969	R	191	97.38	2.62
1.4987981	1	4987981	R	194	99.48	0.52
1.4988316	1	4988316	R	127	87.40	12.60
1.5008644	1	5008644	R	10	90.00	10.00
1.5018771	1	5018771	F	104	1.92	98.08
1.5018775	1	5018775	F	93	1.08	98.92
1.5018777	1	5018777	F	99	1.01	98.99
1.5018786	1	5018786	F	99	2.02	97.98
1.5018807	1	5018807	F	104	2.88	97.12
1.5018814	1	5018814	F	111	1.80	98.20
1.5018826	1	5018826	F	110	0.00	100.00
1.5018850	1	5018850	F	104	0.00	100.00
1.5018855	1	5018855	F	147	2.72	97.28
1.5018879	1	5018879	F	138	0.72	99.28
1.5018892	1	5018892	F	148	0.00	100.00
1.5018897	1	5018897	F	193	0.00	100.00
1.5018910	1	5018910	F	188	0.00	100.00
1.5018915	1	5018915	F	182	0.00	100.00
1.5019045	1	5019045	F	181	2.21	97.79
1.5019077	1	5019077	F	186	0.00	100.00
1.5019091	1	5019091	F	186	0.00	100.00
1.5019539	1	5019539	F	121	0.00	100.00
1.5019542	1	5019542	F	120	0.00	100.00
1.5019546	1	5019546	F	122	0.00	100.00
1.5019550	1	5019550	F	122	0.82	99.18
1.5019581	1	5019581	F	128	1.56	98.44
1.5019658	1	5019658	F	103	0.00	100.00
1.5019682	1	5019682	F	103	2.91	97.09
1.5019687	1	5019687	F	101	3.96	96.04
1.5019701	1	5019701	F	92	2.17	97.83
1.5019704	1	5019704	F	89	0.00	100.00
1.5019885	1	5019885	F	181	1.66	98.34
1.5019892	1	5019892	F	182	0.55	99.45
1.5019894	1	5019894	F	173	0.00	100.00
1.5019909	1	5019909	F	181	0.00	100.00
1.5020037	1	5020037	F	218	0.92	99.08
1.5020055	1	5020055	F	220	0.00	100.00
1.5020072	1	5020072	F	209	2.39	97.61
1.5020123	1	5020123	F	129	5.43	94.57
1.5020141	1	5020141	F	130	0.00	100.00
1.5020189	1	5020189	F	172	0.58	99.42
1.5020209	1	5020209	F	164	0.00	100.00
1.5020232	1	5020232	F	170	0.00	100.00
1.5020417	1	5020417	F	10	0.00	100.00
1.5020437	1	5020437	F	10	0.00	100.00
1.5018776	1	5018776	R	98	2.04	97.96
1.5018778	1	5018778	R	100	1.00	99.00
1.5018787	1	5018787	R	94	3.19	96.81
1.5018808	1	5018808	R	96	3.12	96.88
1.5018815	1	5018815	R	104	0.00	100.00
1.5018827	1	5018827	R	111	2.70	97.30
1.5018851	1	5018851	R	129	0.78	99.22
1.5018856	1	5018856	R	131	2.29	97.71
1.5018880	1	5018880	R	113	0.00	100.00
1.5018893	1	5018893	R	106	0.00	100.00
1.5018898	1	5018898	R	119	0.00	100.00
1.5019022	1	5019022	R	317	2.52	97.48
1.5019029	1	5019029	R	311	6.43	93.57
1.5019046	1	5019046	R	316	3.80	96.20
1.5019164	1	5019164	R	204	0.49	99.51
1.5019190	1	5019190	R	201	3.48	96.52
1.5019439	1	5019439	R	14	0.00	100.00
1.5019469	1	5019469	R	15	0.00	100.00
1.5019488	1	5019488	R	15	0.00	100.00
1.5019535	1	5019535	R	165	0.00	100.00
1.5019540	1	5019540	R	181	0.00	100.00
1.5019643	1	5019643	R	197	1.02	98.98
1.5019647	1	5019647	R	198	0.00	100.00
1.5019651	1	5019651	R	198	3.54	96.46
1.5019659	1	5019659	R	197	1.02	98.98
1.5019848	1	5019848	R	62	3.23	96.77
1.5019859	1	5019859	R	66	0.00	100.00
1.5019861	1	5019861	R	68	0.00	100.00
1.5019886	1	5019886	R	68	4.41	95.59
1.5020038	1	5020038	R	374	4.01	95.99
1.5020073	1	5020073	R	124	1.61	98.39
1.5020116	1	5020116	R	126	2.38	97.62
1.5020142	1	5020142	R	62	0.00	100.00
1.5020163	1	5020163	R	216	0.00	100.00
1.5020172	1	5020172	R	221	0.00	100.00
1.5020190	1	5020190	R	222	0.00	100.00
1.5020210	1	5020210	R	130	0.77	99.23
1.5020233	1	5020233	R	132	1.52	98.48
1.5020237	1	5020237	R	138	0.72	99.28
1.5020575	1	5020575	F	213	2.35	97.65
1.5020612	1	5020612	F	121	8.26	91.74
1.5020613	1	5020613	R	256	3.52	96.48
1.5020646	1	5020646	R	261	0.00	100.00
1.5022851	1	5022851	F	173	2.31	97.69
1.5022863	1	5022863	F	162	1.85	98.15
1.5022897	1	5022897	F	150	5.33	94.67
1.5022927	1	5022927	R	196	0.00	100.00
1.5022930	1	5022930	R	195	1.03	98.97
1.5022936	1	5022936	R	192	2.08	97.92
1.5022942	1	5022942	R	197	1.52	98.48
1.5022946	1	5022946	R	177	2.82	97.18
1.5022970	1	5022970	R	197	3.05	96.95
1.5023356	1	5023356	F	124	6.45	93.55
1.5023359	1	5023359	F	122	6.56	93.44
1.5023384	1	5023384	F	123	1.63	98.37
1.5023553	1	5023553	F	394	10.91	89.09
1.5023724	1	5023724	F	177	2.26	97.74
1.5023765	1	5023765	F	178	4.49	95.51
1.5023973	1	5023973	F	149	8.72	91.28
1.5023714	1	5023714	R	306	3.59	96.41
1.5023725	1	5023725	R	299	4.68	95.32
1.5023974	1	5023974	R	107	11.21	88.79
1.5024025	1	5024025	R	247	57.09	42.91
1.5044239	1	5044239	F	104	84.62	15.38
1.5044271	1	5044271	F	104	87.50	12.50
1.5044272	1	5044272	R	198	88.38	11.62
1.5044297	1	5044297	R	197	94.92	5.08
1.5044305	1	5044305	R	202	98.02	1.98
1.5044499	1	5044499	R	20	55.00	45.00
1.5044508	1	5044508	R	20	80.00	20.00
1.5046621	1	5046621	F	26	65.38	34.62
1.5046632	1	5046632	F	24	33.33	66.67
1.5046744	1	5046744	R	35	45.71	54.29
1.5046770	1	5046770	R	36	83.33	16.67
1.5046788	1	5046788	R	36	86.11	13.89
1.5083139	1	5083139	F	171	0.58	99.42
1.5083160	1	5083160	F	170	0.00	100.00
1.5083165	1	5083165	F	168	0.00	100.00
1.5083174	1	5083174	F	168	0.00	100.00
1.5083180	1	5083180	F	169	0.00	100.00
1.5083186	1	5083186	F	167	0.00	100.00
1.5083233	1	5083233	F	191	0.00	100.00
1.5083236	1	5083236	F	186	0.00	100.00
1.5083244	1	5083244	F	190	0.00	100.00
1.5083248	1	5083248	F	188	0.00	100.00
1.5083252	1	5083252	F	183	0.00	100.00
1.5083266	1	5083266	F	190	0.00	100.00
1.5083309	1	5083309	F	13	0.00	100.00
1.5083317	1	5083317	F	13	0.00	100.00
1.5083333	1	5083333	F	58	0.00	100.00
1.5083337	1	5083337	F	30	0.00	100.00
1.5083339	1	5083339	F	56	0.00	100.00
1.5083351	1	5083351	F	57	0.00	100.00
1.5083357	1	5083357	F	56	0.00	100.00
1.5083376	1	5083376	F	42	0.00	100.00
1.5083458	1	5083458	F	82	1.22	98.78
1.5083469	1	5083469	F	80	0.00	100.00
1.5083187	1	5083187	R	200	0.00	100.00
1.5083206	1	5083206	R	215	0.00	100.00
1.5083223	1	5083223	R	219	0.00	100.00
1.5083230	1	5083230	R	217	0.00	100.00
1.5083234	1	5083234	R	218	0.46	99.54
1.5083267	1	5083267	R	188	0.00	100.00
1.5083287	1	5083287	R	175	0.00	100.00
1.5083304	1	5083304	R	191	0.52	99.48
1.5083377	1	5083377	R	101	0.00	100.00
1.5083394	1	5083394	R	108	0.93	99.07
1.5083396	1	5083396	R	110	0.00	100.00
1.5083417	1	5083417	R	110	0.00	100.00
1.5083441	1	5083441	R	14	0.00	100.00
1.5083443	1	5083443	R	15	0.00	100.00
1.5083450	1	5083450	R	15	0.00	100.00
1.5083455	1	5083455	R	14	0.00	100.00
1.5083459	1	5083459	R	19	0.00	100.00
1.5083470	1	5083470	R	75	0.00	100.00
1.5083497	1	5083497	R	75	0.00	100.00
1.5124467	1	5124467	F	12	100.00	0.00
1.5166009	1	5166009	F	56	100.00	0.00
1.5166278	1	5166278	F	82	78.05	21.95
1.5166412	1	5166412	R	181	91.71	8.29
1.5170073	1	5170073	F	21	95.24	4.76
1.5170361	1	5170361	F	48	97.92	2.08
1.5170364	1	5170364	F	48	93.75	6.25
1.5170376	1	5170376	F	47	85.11	14.89
1.5170394	1	5170394	F	80	96.25	3.75
1.5170402	1	5170402	F	79	89.87	10.13
1.5170428	1	5170428	F	76	90.79	9.21
1.5170365	1	5170365	R	41	97.56	2.44
1.5170377	1	5170377	R	41	90.24	9.76
1.5170395	1	5170395	R	43	100.00	0.00
1.5170599	1	5170599	F	172	90.70	9.30
1.5170626	1	5170626	F	169	100.00	0.00
1.5170637	1	5170637	F	163	96.32	3.68
1.5170764	1	5170764	F	112	91.96	8.04
1.5170571	1	5170571	R	137	92.70	7.30
1.5170586	1	5170586	R	137	99.27	0.73
1.5170589	1	5170589	R	137	100.00	0.00
1.5170600	1	5170600	R	139	94.96	5.04
1.5170746	1	5170746	R	10	60.00	40.00
1.5170748	1	5170748	R	10	50.00	50.00
1.5170760	1	5170760	R	10	90.00	10.00
1.5170765	1	5170765	R	13	69.23	30.77
1.5170806	1	5170806	R	86	96.51	3.49
1.5175456	1	5175456	F	118	91.53	8.47
1.5175569	1	5175569	R	173	63.58	36.42
1.5184470	1	5184470	F	147	78.91	21.09
1.5184496	1	5184496	F	141	82.27	17.73
1.5184497	1	5184497	R	98	68.37	31.63
1.5184524	1	5184524	R	126	83.33	16.67
1.5184540	1	5184540	R	129	92.25	7.75
1.5189457	1	5189457	R	218	82.57	17.43
1.5189478	1	5189478	R	226	74.34	25.66
1.5189482	1	5189482	R	221	83.26	16.74
1.5189496	1	5189496	R	226	93.36	6.64
1.5260834	1	5260834	F	181	79.01	20.99
1.5261036	1	5261036	R	92	51.09	48.91
1.5261044	1	5261044	R	93	46.24	53.76
1.5261052	1	5261052	R	92	79.35	20.65
1.5261063	1	5261063	R	93	63.44	36.56
1.5266567	1	5266567	R	19	0.00	100.00
1.5288302	1	5288302	F	146	81.51	18.49
1.5288344	1	5288344	F	145	89.66	10.34
1.5288345	1	5288345	R	209	89.47	10.53
1.5288355	1	5288355	R	208	92.79	7.21
1.5320283	1	5320283	F	168	86.90	13.10
1.5320478	1	5320478	F	185	66.49	33.51
1.5320479	1	5320479	R	244	75.82	24.18
1.5320571	1	5320571	R	181	83.98	16.02
1.5380706	1	5380706	R	228	61.40	38.60
1.5380880	1	5380880	R	314	92.04	7.96
1.5423628	1	5423628	F	185	85.41	14.59
1.5423665	1	5423665	F	184	66.30	33.70
1.5430581	1	5430581	R	144	93.75	6.25
1.5430583	1	5430583	R	149	92.62	7.38
1.5430585	1	5430585	R	145	91.72	8.28
1.5430624	1	5430624	R	184	93.48	6.52
1.5516758	1	5516758	F	13	100.00	0.00
1.5526703	1	5526703	F	44	45.45	54.55
1.5526933	1	5526933	R	75	65.33	34.67
1.5526979	1	5526979	R	80	93.75	6.25
1.5567274	1	5567274	F	52	90.38	9.62
1.5567298	1	5567298	F	52	96.15	3.85
1.5567300	1	5567300	F	49	95.92	4.08
1.5567306	1	5567306	F	52	98.08	1.92
1.5567255	1	5567255	R	106	84.91	15.09
1.5567260	1	5567260	R	108	91.67	8.33
1.5567270	1	5567270	R	108	91.67	8.33
1.5567275	1	5567275	R	108	94.44	5.56
1.5584552	1	5584552	F	193	88.60	11.40
1.5584657	1	5584657	F	167	95.21	4.79
1.5584706	1	5584706	F	168	64.29	35.71
1.5584658	1	5584658	R	150	92.00	8.00
1.5584864	1	5584864	R	122	59.02	40.98
1.5589215	1	5589215	F	163	61.96	38.04
1.5589237	1	5589237	F	161	61.49	38.51
1.5589305	1	5589305	R	174	67.82	32.18
1.5625435	1	5625435	R	16	81.25	18.75
1.5649332	1	5649332	F	15	93.33	6.67
1.5649429	1	5649429	R	44	40.91	59.09
1.5678613	1	5678613	F	194	94.85	5.15
1.5678649	1	5678649	F	191	40.84	59.16
1.5678740	1	5678740	R	155	67.10	32.90
1.5681190	1	5681190	F	47	29.79	70.21
1.5747082	1	5747082	F	110	91.82	8.18
1.5747087	1	5747087	F	112	94.64	5.36
1.5747102	1	5747102	F	110	91.82	8.18
1.5747105	1	5747105	F	105	97.14	2.86
1.5747088	1	5747088	R	84	98.81	1.19
1.5747103	1	5747103	R	86	87.21	12.79
1.5747106	1	5747106	R	87	95.40	4.60
1.5747127	1	5747127	R	87	96.55	3.45
1.5796525	1	5796525	F	213	80.75	19.25
1.5796629	1	5796629	R	108	68.52	31.48
1.5820119	1	5820119	R	132	95.45	4.55
1.5829069	1	5829069	F	194	92.78	7.22
1.5829132	1	5829132	F	241	71.37	28.63
1.5829133	1	5829133	R	198	80.30	19.70
1.5829321	1	5829321	R	246	86.99	13.01
1.5850129	1	5850129	F	294	69.73	30.27
1.5850165	1	5850165	F	287	78.05	21.95
1.5850294	1	5850294	F	217	84.79	15.21
1.5850295	1	5850295	R	228	79.82	20.18
1.5850353	1	5850353	R	193	93.78	6.22
1.5862873	1	5862873	R	334	92.22	7.78
1.5875083	1	5875083	R	137	92.70	7.30
1.5875126	1	5875126	R	137	88.32	11.68
1.5877650	1	5877650	R	12	66.67	33.33
1.5877673	1	5877673	R	11	100.00	0.00
1.5916135	1	5916135	F	252	71.43	28.57
1.5916244	1	5916244	F	280	65.00	35.00
1.5916280	1	5916280	F	269	53.53	46.47
1.5916219	1	5916219	R	213	50.23	49.77
1.5916245	1	5916245	R	214	64.49	35.51
1.5916315	1	5916315	R	144	39.58	60.42
1.5916333	1	5916333	R	145	77.24	22.76
1.5916643	1	5916643	F	234	18.38	81.62
1.5916677	1	5916677	F	228	10.09	89.91
1.5916686	1	5916686	F	231	4.76	95.24
1.5916797	1	5916797	R	216	1.85	98.15
1.5916806	1	5916806	R	220	6.82	93.18
1.5916822	1	5916822	R	226	0.44	99.56
1.5916824	1	5916824	R	228	1.32	98.68
1.5916832	1	5916832	R	230	6.52	93.48
1.5916840	1	5916840	R	224	4.46	95.54
1.5916844	1	5916844	R	228	5.70	94.30
1.5917433	1	5917433	F	103	12.62	87.38
1.5917442	1	5917442	F	88	3.41	96.59
1.5917449	1	5917449	F	102	2.94	97.06
1.5917464	1	5917464	F	101	0.00	100.00
1.5917470	1	5917470	F	97	3.09	96.91
1.5917473	1	5917473	F	205	1.46	98.54
1.5917443	1	5917443	R	89	1.12	98.88
1.5917450	1	5917450	R	87	9.20	90.80
1.5917465	1	5917465	R	87	1.15	98.85
1.5917471	1	5917471	R	86	4.65	95.35
1.5917474	1	5917474	R	85	3.53	96.47
1.5917721	1	5917721	R	170	2.35	97.65
1.5962037	1	5962037	F	88	89.77	10.23
1.5962078	1	5962078	R	66	95.45	4.55
1.5982406	1	5982406	F	120	92.50	7.50
1.5982415	1	5982415	F	118	92.37	7.63
1.5982431	1	5982431	F	118	88.14	11.86
1.5982440	1	5982440	F	118	95.76	4.24
1.5982468	1	5982468	F	182	97.25	2.75
1.5982481	1	5982481	F	180	95.00	5.00
1.5982552	1	5982552	F	200	88.50	11.50
1.5982571	1	5982571	F	196	91.33	8.67
1.5982432	1	5982432	R	140	80.71	19.29
1.5982441	1	5982441	R	141	92.20	7.80
1.5982469	1	5982469	R	147	94.56	5.44
1.5982532	1	5982532	R	86	89.53	10.47
1.5982553	1	5982553	R	86	87.21	12.79
1.5982616	1	5982616	R	164	90.24	9.76
1.5982661	1	5982661	R	175	98.86	1.14
1.6026852	1	6026852	F	79	92.41	7.59
1.6026898	1	6026898	F	19	0.00	100.00
1.6027052	1	6027052	F	21	95.24	4.76
1.6048026	1	6048026	F	199	88.94	11.06
1.6066885	1	6066885	R	50	78.00	22.00
1.6072701	1	6072701	R	96	91.67	8.33
1.6073509	1	6073509	F	100	72.00	28.00
1.6073650	1	6073650	R	182	89.56	10.44
1.6073656	1	6073656	R	180	90.00	10.00
1.6080889	1	6080889	F	11	72.73	27.27
1.6151069	1	6151069	F	188	97.34	2.66
1.6151072	1	6151072	F	187	94.12	5.88
1.6163576	1	6163576	F	83	98.80	1.20
1.6163613	1	6163613	F	82	86.59	13.41
1.6163673	1	6163673	R	205	92.20	7.80
1.6213415	1	6213415	F	29	20.69	79.31
1.6213520	1	6213520	R	124	27.42	72.58
1.6214311	1	6214311	F	198	0.00	100.00
1.6214316	1	6214316	F	199	0.00	100.00
1.6214336	1	6214336	F	200	0.00	100.00
1.6214346	1	6214346	F	199	0.00	100.00
1.6214399	1	6214399	F	234	0.00	100.00
1.6214431	1	6214431	F	217	0.00	100.00
1.6214437	1	6214437	F	225	0.00	100.00
1.6214445	1	6214445	F	224	0.00	100.00
1.6214447	1	6214447	F	220	0.00	100.00
1.6214590	1	6214590	F	57	0.00	100.00
1.6214598	1	6214598	F	56	0.00	100.00
1.6214639	1	6214639	F	124	0.00	100.00
1.6214642	1	6214642	F	124	0.00	100.00
1.6214651	1	6214651	F	122	0.00	100.00
1.6214654	1	6214654	F	120	0.00	100.00
1.6214663	1	6214663	F	126	0.00	100.00
1.6214668	1	6214668	F	126	0.00	100.00
1.6214686	1	6214686	F	126	0.00	100.00
1.6214689	1	6214689	F	116	0.00	100.00
1.6214729	1	6214729	F	53	0.00	100.00
1.6214732	1	6214732	F	51	0.00	100.00
1.6214738	1	6214738	F	53	0.00	100.00
1.6214746	1	6214746	F	53	0.00	100.00
1.6214748	1	6214748	F	52	0.00	100.00
1.6214750	1	6214750	F	52	0.00	100.00
1.6214756	1	6214756	F	50	0.00	100.00
1.6214764	1	6214764	F	58	0.00	100.00
1.6214772	1	6214772	F	58	0.00	100.00
1.6214778	1	6214778	F	57	0.00	100.00
1.6214782	1	6214782	F	58	0.00	100.00
